
question,answer,topic
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=26 thì b·m = 156 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=23 thì b·m = 184 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=29, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=29 thì b·m = 87 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy cho biết Tác tử (agent) trong AI là gì theo mô hình cảm biến–chấp hành?,Tác tử là thực thể nhận thức môi trường qua cảm biến (sensors) và tác động trở lại qua bộ phận chấp hành (actuators).,Agents
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=1. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^1 = (b^(d+1)−1)/(b−1) = 6.,Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=56 và heuristic h(n)=24, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=56+24=80.,SearchInformed
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∀i ∃j Knows(i,j).","Phủ định: ¬∀i∃jKnows(i,j) ≡ ∃i ∀j ¬Knows(i,j).",LogicFOL
Bạn có thể cho biết Bidirectional search hiệu quả khi nào?,"Hiệu quả khi có thể sinh trạng thái ngược từ đích và hai hướng tìm kiếm gặp nhau, thường giảm độ phức tạp từ b^d xuống b^(d/2).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=68 và heuristic h(n)=40, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=68+40=108.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=34 và heuristic h(n)=27, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=34+27=61.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=2 và heuristic h(n)=18, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=2+18=20.,SearchInformed
Các khoảng cách phổ biến trong KNN là gì?,"Thường dùng Euclidean (L2), Manhattan (L1), Minkowski; với văn bản có thể dùng cosine distance/similarity.",KNN
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∀u ∃v Teaches(u,v).","Phủ định: ¬∀u∃vTeaches(u,v) ≡ ∃u ∀v ¬Teaches(u,v).",LogicFOL
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=18 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=18+23=41.,SearchInformed
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=14 thì b·m = 70 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=22, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+22=75.,SearchInformed
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=8 thì b·m = 64 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=7 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=7, m=23 thì b·m = 161 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=10+31=41.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=49 và heuristic h(n)=27, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=49+27=76.,SearchInformed
Bạn hãy giải thích Vì sao cần hàm đánh giá (evaluation function) trong game có độ sâu lớn?,Vì không thể duyệt hết đến trạng thái kết thúc; ta cắt ở độ sâu giới hạn và dùng hàm đánh giá xấp xỉ giá trị trạng thái.,Adversarial
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^9 = (b^(d+1)−1)/(b−1) = 12093235.,Search
Bạn hãy giải thích CNN khai thác tính chất gì của ảnh?,Khai thác cấu trúc không gian cục bộ và tính chia sẻ trọng số (kernel) để trích xuất đặc trưng hiệu quả.,DeepLearning
Suy diễn (inference) trong AI được định nghĩa như thế nào?,Là quá trình rút ra kết luận mới từ một tập các mệnh đề/tri thức đã biết theo các quy tắc suy luận hợp lệ.,Logic
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=2 thì giá trị là 18.",Search
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^9 = (b^(d+1)−1)/(b−1) = 1023.,Search
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∃i ∀j Likes(i,j).","Phủ định: ¬∃i∀jLikes(i,j) ≡ ∀i ∃j ¬Likes(i,j).",LogicFOL
Bạn có thể cho biết Hệ thống gợi ý (recommendation) thường dựa trên hai hướng tiếp cận chính nào?,Filtering cộng tác (dựa trên hành vi người dùng tương tự) và filtering theo nội dung (dựa trên thuộc tính mục).,Applications
"Bạn hãy giải thích Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=6 thì giá trị là 67183.",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=9 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=9+34=43.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=24 và heuristic h(n)=37, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=24+37=61.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=28 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=28+32=60.,SearchInformed
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=3. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^3 = (b^(d+1)−1)/(b−1) = 400.,Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=73 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=73+31=104.,SearchInformed
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∀a ∃b R(a,b).","Phủ định: ¬∀a∃bR(a,b) ≡ ∃a ∀b ¬R(a,b).",LogicFOL
"Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+20=73.,SearchInformed
Local search khác tree/graph search ở điểm nào?,"Local search thường chỉ giữ một (hoặc vài) trạng thái hiện tại và cải thiện dần, không lưu đường đi đầy đủ.",SearchInformed
Bạn có thể cho biết Logic vị từ (FOL) mở rộng logic mệnh đề bằng gì?,"Bằng biến, hằng, hàm, quan hệ (predicate) và lượng từ ∀, ∃ để biểu diễn cấu trúc đối tượng và quan hệ.",LogicFOL
"Hãy viết phủ định tương đương của công thức ∃x ∀y Likes(x,y).","Phủ định: ¬∃x∀yLikes(x,y) ≡ ∀x ∃y ¬Likes(x,y).",LogicFOL
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=15 và heuristic h(n)=40, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=15+40=55.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=48 và heuristic h(n)=4, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=48+4=52.,SearchInformed
Bạn hãy định nghĩa Mối liên hệ giữa AI và Khoa học dữ liệu (Data Science),"AI cung cấp phương pháp mô hình hóa và ra quyết định; Data Science tập trung toàn bộ vòng đời dữ liệu (thu thập–làm sạch–phân tích–triển khai), thường sử dụng kỹ thuật AI/ML.",IntroAI
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^5 = (b^(d+1)−1)/(b−1) = 9331.,Search
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∀u ∃v Likes(u,v).","Phủ định: ¬∀u∃vLikes(u,v) ≡ ∃u ∀v ¬Likes(u,v).",LogicFOL
Bạn hãy giải thích ReLU thường được ưu tiên vì lý do gì?,"ReLU đơn giản, giảm vấn đề vanishing gradient so với sigmoid/tanh và giúp huấn luyện nhanh hơn trong thực tế.",DeepLearning
Bạn hãy cho biết Regularization L2 tác động thế nào đến trọng số?,"Thêm penalty tỷ lệ với bình phương trọng số, khuyến khích trọng số nhỏ và giảm overfitting.",MachineLearning
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=6 thì giá trị là 24412.",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=51 và heuristic h(n)=1, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=51+1=52.,SearchInformed
"Bạn hãy cho biết Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=8, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=8 thì giá trị là 2418645.",Search
"Hãy trình bày Trong Iterative Deepening Search (IDS), với cây đều b=4 và độ sâu lời giải d=8, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=4, d=8 thì giá trị là 116505.",Search
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=20, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=20 thì b·m = 180 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=57 và heuristic h(n)=21, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=57+21=78.,SearchInformed
Môi trường xác định (deterministic) và ngẫu nhiên (stochastic) khác nhau ra sao?,Xác định: trạng thái sau được quyết định bởi trạng thái hiện tại và hành động; ngẫu nhiên: có yếu tố bất định làm kết quả hành động không chắc chắn.,Agents
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+23=81.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=13 và heuristic h(n)=2, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=13+2=15.,SearchInformed
Bạn hãy định nghĩa Arc consistency (nhất quán cung) nghĩa,Một cung X→Y là nhất quán nếu với mọi giá trị của X luôn tồn tại ít nhất một giá trị của Y thỏa ràng buộc giữa chúng.,CSP
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=18 và heuristic h(n)=27, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 18 + 27 = 45.,SearchInformed
"Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=4, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=4 thì giá trị là 179.",Search
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∃m ∀n Knows(m,n).","Phủ định: ¬∃m∀nKnows(m,n) ≡ ∀m ∃n ¬Knows(m,n).",LogicFOL
Forward checking làm gì sau khi gán một biến?,Loại bỏ khỏi miền của các biến chưa gán những giá trị không còn tương thích với gán hiện tại.,CSP
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=33 và heuristic h(n)=25, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=33+25=58.,SearchInformed
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=76 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=76+31=107.,SearchInformed
"Bạn có thể cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=7 và độ sâu cực đại m=17, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=7, m=17 thì b·m = 119 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=8, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 10 + 8 = 18.,SearchInformed
"Hãy viết phủ định tương đương của công thức ∃x ∀y Teaches(x,y).","Phủ định: ¬∃x∀yTeaches(x,y) ≡ ∀x ∃y ¬Teaches(x,y).",LogicFOL
"Hãy viết phủ định tương đương của công thức ∀i ∃j Teaches(i,j).","Phủ định: ¬∀i∃jTeaches(i,j) ≡ ∃i ∀j ¬Teaches(i,j).",LogicFOL
Hãy trình bày Học có giám sát yêu cầu dạng dữ liệu nào?,Yêu cầu dữ liệu có nhãn: mỗi mẫu x đi kèm nhãn y; mô hình học ánh xạ y=f(x).,MachineLearning
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=6 thì giá trị là 1636.",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=30 và heuristic h(n)=47, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=30+47=77.,SearchInformed
"Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=5, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=5 thì giá trị là 4881.",Search
Bạn hãy cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^9 = (b^(d+1)−1)/(b−1) = 1023.,Search
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=6. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^6 = (b^(d+1)−1)/(b−1) = 127.,Search
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=26 thì b·m = 234 (đơn vị tỷ lệ, bỏ hằng số).",Search
